stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
803,803,Culver & Ridge,CULVER RD & RIDGE RD E,43.203816,-77.561986,,,,
804,804,Culver & Rocket,CULVER RD & ROCKET ST,43.174013,-77.558655,,,,
807,807,Culver & Sea View,COUNTY HWY 120 & SEA VIEW AVE,43.231219,-77.544898,,,,
808,808,Culver & Seneca,COUNTY HWY 120 & SENECA RD,43.216163,-77.557441,,,,
809,809,Culver & Seneca,COUNTY HWY 120 & SENECA RD,43.215886,-77.557546,,,,
810,810,Culver & Seymour,CULVER RD & SEYMOUR RD,43.180926,-77.560496,,,,
811,811,Culver & Sweet Fern,COUNTY HWY 120 & COUNTY HWY 257,43.227803,-77.546813,,,,
812,812,Culver & Tamarack,COUNTY HWY 120 & TAMARACK DR,43.221511,-77.552053,,,,
813,813,Culver & Tindale,COUNTY HWY 120 & TINDALE DR,43.218441,-77.555228,,,,
814,814,Culver & Titus,COUNTY HWY 120 & COUNTY HWY 91,43.211721,-77.560094,,,,
815,815,Culver & Titus,COUNTY HWY 120 & COUNTY HWY 91,43.211358,-77.560131,,,,
816,816,Culver & University,CULVER RD & UNIVERSITY AVE,43.15099,-77.571041,,,,
817,817,Culver & Vermont,CULVER RD & VERMONT ST,43.169201,-77.561278,,,,
818,818,Culver & Vermont,,43.16912,-77.561126,,,,
819,819,Culver & Westchester,CULVER RD & WESTCHESTER AVE,43.173121,-77.559147,,,,
820,820,Culver & Winfield,COUNTY HWY 120 & WINFIELD RD,43.209208,-77.561135,,,,
821,821,Culver & Winfield,COUNTY HWY 120 & WINFIELD RD,43.209343,-77.561184,,,,
822,822,Culver & Woodman,CULVER RD & WOODMAN PARK,43.179344,-77.560064,,,,
823,823,Culver & Worthington,COUNTY HWY 120 & WORTHINGTON RD,43.207053,-77.561996,,,,
824,824,Culver & Worthington,COUNTY HWY 120 & WORTHINGTON RD,43.207382,-77.562065,,,,
825,825,Culver & Zuber,COUNTY HWY 120 & ZUBER RD,43.224405,-77.548844,,,,
826,826,Culver Pky & 110 Culver Pky,CULVER PKWY & ZUBER RD,43.171565,-77.557201,,,,
827,827,Culver Pky & 186 Culver Pky,CULVER PKWY & SHELFORD RD,43.171638,-77.554869,,,,
828,828,Culver Pky & 193 Culver Pky,CULVER PKWY & SHELFORD RD,43.171536,-77.554526,,,,
829,829,Culver Pky & 91 Culver Pky,CULVER PKWY & SHELFORD RD,43.17143,-77.557269,,,,
830,830,Culver Pky & Culver,CULVER PKWY & SHELFORD RD,43.171389,-77.559049,,,,
831,831,Culver Pky & Culver,CULVER PKWY & CULVER RD,43.171571,-77.559639,,,,
832,832,Culver Pky & Helendale,CULVER PKWY & HELENDALE RD,43.171856,-77.544751,,,,
833,833,Culver Pky & Shelford,CULVER PKWY & SHELFORD RD,43.171595,-77.55188,,,,
834,834,Culver Pky & Whittington,CULVER PKWY & WHITTINGTON RD,43.171752,-77.548367,,,,
835,835,Culver Pky & Winton,CULVER PKWY & WINTON RD N,43.171974,-77.54123,,,,
836,836,Curlew & 187 Curlew,CURLEW ST & EMERSON ST,43.175411,-77.648293,,,,
837,837,Curlew & 190 Curlew,CURLEW ST & EMERSON ST,43.175416,-77.648171,,,,
838,838,Curlew & 223 Curlew,CURLEW ST & GLENWOOD AVE,43.176143,-77.648316,,,,
839,839,Curlew & Emerson,CURLEW ST & EMERSON ST,43.174066,-77.648306,,,,
840,840,Curlew & Emerson,CURLEW ST & EMERSON ST,43.174292,-77.648196,,,,
841,841,Curlew & Glenwood,CURLEW ST & GLENWOOD AVE,43.176788,-77.648173,,,,
842,842,Curlew & Glenwood,CURLEW ST & GLENWOOD AVE,43.176812,-77.648297,,,,
843,843,Curlew & Lexington,CURLEW ST & LEXINGTON AVE,43.17855,-77.648285,,,,
844,844,Curlew & Lexington,CURLEW ST & LEXINGTON AVE,43.179127,-77.648149,,,,
847,847,Denise & Chalford,DENISE RD & CHALFORD RD,43.241863,-77.632257,,,,
848,848,Denise & Windsor,DENISE RD & WINDSOR RD,43.241825,-77.630542,,,,
849,849,Dewey & Alameda,DEWEY AVE & ALAMEDA ST,43.187038,-77.638751,,,,
850,850,Dewey & Alameda,DEWEY AVE & ALAMEDA ST,43.187424,-77.638961,,,,
853,853,Dewey & Birr,DEWEY AVE & BIRR ST,43.185131,-77.638759,,,,
854,854,Dewey & Birr,DEWEY AVE & BIRR ST,43.185403,-77.639024,,,,
857,857,Dewey & Clay,DEWEY AVE & CLAY AVE,43.191589,-77.638762,,,,
858,858,Dewey & Clay,DEWEY AVE & CLAY AVE,43.191801,-77.638985,,,,
859,859,Dewey & Driving Pk,DEWEY AVE & DRIVING PARK AVE,43.180249,-77.639534,,,,
860,860,Dewey & Driving Park,DEWEY AVE & DRIVING PARK AVE,43.180495,-77.639393,,,,
861,861,Dewey & Driving Park,DEWEY AVE & DRIVING PARK AVE,43.181339,-77.638945,,,,
865,865,Dewey & Glenwood,DEWEY AVE & GLENWOOD AVE,43.177051,-77.639559,,,,
866,866,Dewey & Glenwood,DEWEY AVE & GLENWOOD AVE,43.176786,-77.639393,,,,
867,867,Dewey & Kislingbury,DEWEY AVE & KISLINGBURY ST,43.183333,-77.638742,,,,
868,868,Dewey & Kislingbury,DEWEY AVE & KISLINGBURY ST,43.183687,-77.638995,,,,
871,871,Dewey & Lexington,DEWEY AVE & LEXINGTON AVE,43.179631,-77.639383,,,,
873,873,Dewey & Magee,DEWEY AVE & MAGEE AVE,43.190099,-77.639033,,,,
874,874,Dewey & Magee,DEWEY AVE & MAGEE AVE,43.189996,-77.638754,,,,
875,875,Dewey & Ravine,DEWEY AVE & RAVINE AVE,43.175076,-77.63939,,,,
876,876,Dewey & Ravine,DEWEY AVE & RAVINE AVE,43.175305,-77.639553,,,,
877,877,Dewey & Ridgeway,DEWEY AVE & RIDGEWAY AVE,43.193694,-77.638762,,,,
878,878,Dewey & Selye,DEWEY AVE & SELYE TER,43.181552,-77.63872,,,,
882,882,Dewey & Pomona,STATE HWY 18 & POMONA DR,43.225388,-77.643041,,,,
883,883,Dewey & 4120 Dewey,STATE HWY 18 & MEADOWBRIAR RD,43.246166,-77.646726,,,,
884,884,Dewey & 4672 Dewey,COUNTY HWY 132 & UNNAMED ST,43.265594,-77.646529,,,,
885,885,Dewey & 4800 Dewey,COUNTY HWY 132 & UNNAMED ST,43.266176,-77.646751,,,,
886,886,Dewey & Avis,DEWEY AVE & AVIS ST,43.195604,-77.638958,,,,
887,887,Dewey & Avis,DEWEY AVE & AVIS ST,43.195373,-77.638769,,,,
888,888,Dewey & Banker,STATE HWY 18 & BANKER PL,43.21473,-77.640262,,,,
892,892,Dewey & Briarcliff,STATE HWY 18 & BRIARCLIFF RD,43.227423,-77.645176,,,,
893,893,Dewey & Briarcliff,STATE HWY 18 & BRIARCLIFF RD,43.227464,-77.645447,,,,
894,894,Dewey & Brookridge,STATE HWY 18 & BROOKRIDGE DR,43.229785,-77.646556,,,,
895,895,Dewey & Brookridge,STATE HWY 18 & BROOKRIDGE DR,43.22994,-77.646798,,,,
896,896,Dewey & Burling,STATE HWY 18 & BURLING RD,43.216578,-77.64139,,,,
898,898,Dewey & Christian,STATE HWY 18 & CHRISTIAN AVE,43.204975,-77.638766,,,,
899,899,Dewey & Dalston,STATE HWY 18 & DALSTON RD,43.221296,-77.641412,,,,
900,900,Dewey & De Neve,DEWEY AVE & DE NEVE AVE,43.198942,-77.638882,,,,
901,901,Dewey & Denise,STATE HWY 18 & DENISE RD,43.24191,-77.646719,,,,
902,902,Dewey & Dorothy,STATE HWY 18 & DOROTHY AVE,43.204441,-77.638811,,,,
903,903,Dewey & Dunsmere,STATE HWY 18 & DUNSMERE DR,43.208972,-77.638697,,,,
904,904,Dewey & Dunsmere,STATE HWY 18 & DUNSMERE DR,43.208858,-77.638554,,,,
905,905,Dewey & Eastman,STATE HWY 18 & EASTMAN AVE,43.201829,-77.638638,,,,
906,906,Dewey & Eastman,STATE HWY 18 & EASTMAN AVE,43.202442,-77.638815,,,,
907,907,Dewey & Ridge,STATE HWY 18 & EASTMAN AVE,43.201356,-77.638822,,,,
908,908,Dewey & Eglantine,STATE HWY 18 & EGLANTINE RD,43.218984,-77.641381,,,,
909,909,Dewey & Ellington,STATE HWY 18 & ELLINGTON RD,43.215226,-77.640422,,,,
910,910,Dewey & Ellington,STATE HWY 18 & ELLINGTON RD,43.215373,-77.640755,,,,
911,911,Dewey & English,STATE HWY 18 & ENGLISH RD,43.238134,-77.646723,,,,
916,916,Dewey & Florida,STATE HWY 18 & FLORIDA AVE,43.218651,-77.641204,,,,
919,919,Dewey & Kaymar,STATE HWY 18 & KAYMAR DR,43.247837,-77.646718,,,,
921,921,Dewey & Lawson,STATE HWY 18 & LAWSON RD,43.243735,-77.646719,,,,
924,924,Dewey & Ling,COUNTY HWY 132 & LING RD,43.264595,-77.64677,,,,
925,925,Dewey & Maiden,STATE HWY 18 & MAIDEN LN,43.223664,-77.641727,,,,
926,926,Dewey & Mc Call,STATE HWY 18 & MCCALL RD,43.210804,-77.638496,,,,
927,927,Dewey & Mc Call,STATE HWY 18 & MCCALL RD,43.211084,-77.638678,,,,
928,928,Dewey & Merrill,STATE HWY 18 & MERRILL ST,43.204714,-77.638606,,,,
929,929,Dewey & Northgate Plaza,STATE HWY 18 & PARKING LOT,43.240201,-77.646717,,,,
930,930,Dewey & Palm,DEWEY AVE & PALM ST,43.197395,-77.63895,,,,
934,934,Dewey & Pomona,STATE HWY 18 & POMONA DR,43.225763,-77.643684,,,,
935,935,Dewey & Ridge,DEWEY AVE & STATE HWY 104,43.200042,-77.638646,,,,
936,936,Dewey & Ridgeway,DEWEY AVE & RIDGEWAY AVE,43.193987,-77.638949,,,,
937,937,Dewey & Rigney,COUNTY HWY 132 & RIGNEY LN,43.27153,-77.641974,,,,
938,938,Dewey & Rodessa,STATE HWY 18 & RODESSA RD,43.220146,-77.64118,,,,
939,939,Dewey & Rumson,STATE HWY 18 & RUMSON RD,43.250085,-77.646684,,,,
941,941,Dewey & St Charles Church,STATE HWY 18 & SHADY WAY,43.224787,-77.642661,,,,
942,942,Dewey & Steko,DEWEY AVE & STEKO AVE,43.197055,-77.638756,,,,
943,943,Dewey & Stone,STATE HWY 18 & STONE RD,43.223157,-77.641156,,,,
944,944,Dewey & Strathmore,STATE HWY 18 & STRATHMORE DR,43.226585,-77.644542,,,,
945,945,Dewey & Studley,STATE HWY 18 & STUDLEY ST,43.216892,-77.641202,,,,
947,947,Dewey & Wildwood,STATE HWY 18 & WILDWOOD DR,43.228434,-77.646148,,,,
948,948,Dewey & Wildwood,STATE HWY 18 & WILDWOOD DR,43.228344,-77.645935,,,,
949,949,Dewey & Williston,STATE HWY 18 & WILLISTON RD,43.22059,-77.641414,,,,
950,950,Dewey & Winchester,STATE HWY 18 & WINCHESTER ST,43.205652,-77.638584,,,,
951,951,Dewey & Winchester,STATE HWY 18 & WINCHESTER ST,43.205848,-77.638768,,,,
962,962,Dorsey & Dewey,COUNTY HWY 249 & STATE HWY 18,43.231119,-77.6472,,,,
963,963,Dorsey & Dewey,COUNTY HWY 249 & STATE HWY 18,43.231189,-77.647484,,,,
965,965,Dorsey & Tait,COUNTY HWY 249 & TAIT AVE,43.231193,-77.650729,,,,
966,966,Dorsey & Woodcrest,,43.231116,-77.648991,,,,
967,967,Dorsey & Woodcrest,COUNTY HWY 249 & WOODCREST RD,43.231184,-77.648973,,,,
969,969,Downsview & 1st,DOWNSVIEW DR & 1ST ST,43.175046,-77.704798,,,,
970,970,Downsview & 1st,DOWNSVIEW DR & 1ST ST,43.17506,-77.705112,,,,
971,971,Driving Park & Archer,DRIVING PARK AVE & ARCHER ST,43.181019,-77.641405,,,,
972,972,Driving Park & Argo,DRIVING PARK AVE & ARGO PARK,43.180974,-77.647786,,,,
973,973,Driving Park & Canary,DRIVING PARK AVE & CANARY ST,43.180849,-77.646025,,,,
974,974,Driving Park & Dewey,DRIVING PARK AVE & DEWEY AVE,43.180857,-77.639744,,,,
975,975,Driving Park & Dewey,DRIVING PARK AVE & DEWEY AVE,43.181021,-77.638509,,,,
976,976,Driving Park & Dove,DRIVING PARK AVE & DOVE ST,43.18096,-77.645315,,,,
977,977,Driving Park & Holmes,DRIVING PARK AVE & HOLMES ST,43.180857,-77.643359,,,,
978,978,Driving Park & Holmes,DRIVING PARK AVE & HOLMES ST,43.180998,-77.643265,,,,
979,979,Driving Park & Dove,DRIVING PARK AVE & LARK ST,43.180854,-77.644667,,,,
980,980,Driving Park & Lark,DRIVING PARK AVE & LARK ST,43.180977,-77.644419,,,,
981,981,Driving Park & Oriole,DRIVING PARK AVE & ORIOLE ST,43.180879,-77.642048,,,,
982,982,Driving Park & Pierpont,DRIVING PARK AVE & PIERPONT ST,43.181002,-77.636831,,,,
983,983,Driving Park & Pierpont,DRIVING PARK AVE & PIERPONT ST,43.180852,-77.636992,,,,
984,984,Driving Park & Ramona,DRIVING PARK AVE & RAMONA ST,43.181851,-77.650808,,,,
985,985,Driving Park & Ramona,DRIVING PARK AVE & RAMONA ST,43.18138,-77.650371,,,,
986,986,Driving Park & Tacoma,DRIVING PARK AVE & TACOMA ST,43.181011,-77.634788,,,,
987,987,Driving Park & Tacoma,DRIVING PARK AVE & TACOMA ST,43.180853,-77.634927,,,,
989,989,East & 1000 East,STATE HWY 96 & BARRINGTON ST,43.151049,-77.577858,,,,
990,990,East & 1402 East,STATE HWY 96 & UNNAMED ST,43.148157,-77.56609,,,,
991,991,East & 1441 East,STATE HWY 96 & UNNAMED ST,43.148015,-77.565803,,,,
992,992,East & 1470 East,STATE HWY 96 & UNNAMED ST,43.147719,-77.564173,,,,
993,993,East & 1501 East,STATE HWY 96 & UNNAMED ST,43.147647,-77.564398,,,,
994,994,East & 1765 East,,43.146117,-77.558047,,,,
995,995,East & 2157 East,STATE HWY 96 & PROBERT ST,43.141927,-77.546708,,,,
996,996,East & 2407 East,STATE HWY 96 & CLOVER ST,43.138926,-77.541485,,,,
997,997,East & 2430 East,STATE HWY 96 & CLOVER ST,43.138895,-77.541253,,,,
998,998,East & 2615 East,,43.135702,-77.537264,,,,
999,999,East & 2980  East,STATE HWY 96 & GREENFIELD LN,43.13019,-77.530679,,,,
1000,1000,East & 2980 East,STATE HWY 96 & GREENFIELD LN,43.130094,-77.530853,,,,
1001,1001,East & 3476 East,STATE HWY 96 & OLD LANDMARK DR,43.121545,-77.521778,,,,
1002,1002,East & 3485 East,,43.121562,-77.522049,,,,
1003,1003,East & 4045 East,STATE HWY 96 & DRIVEWAY,43.106646,-77.516092,,,,
1004,1004,East & 4045 East,EAST AVE & STATE HWY 96,43.106468,-77.516212,,,,
1005,1005,East & 973 East,STATE HWY 96 & BARRINGTON ST,43.150991,-77.578369,,,,
1006,1006,East & Alexander,STATE HWY 96 & ALEXANDER ST,43.155028,-77.594012,,,,
1007,1007,East & Alexander,STATE HWY 96 & ALEXANDER ST,43.155083,-77.594684,,,,
1008,1008,East & Allen,,43.116036,-77.517221,,,,
1009,1009,East & Allen,STATE HWY 96 & ALLEN PKWY,43.115323,-77.51709,,,,
1010,1010,East & Allens Creek,STATE HWY 96 & COUNTY HWY 60,43.126916,-77.527667,,,,
1011,1011,East & Allens Creek,STATE HWY 96 & COUNTY HWY 60,43.126877,-77.527886,,,,
1012,1012,East & Alpine N,STATE HWY 96 & ALPINE DR,43.114311,-77.517117,,,,
1013,1013,East & Alpine S,STATE HWY 96 & ALPINE DR,43.111388,-77.51722,,,,
1014,1014,East & Ambassador,STATE HWY 96 & AMBASSADOR DR,43.133915,-77.534633,,,,
1015,1015,East & Ambassador,,43.133983,-77.534979,,,,
1016,1016,East & Arnold,STATE HWY 96 & ARNOLD PARK,43.153792,-77.589701,,,,
1017,1017,East & Barrington,STATE HWY 96 & BARRINGTON ST,43.151416,-77.580286,,,,
1018,1018,East & Barrington,STATE HWY 96 & BARRINGTON ST,43.151418,-77.579699,,,,
1019,1019,East & Berkeley,STATE HWY 96 & BERKELEY ST,43.150643,-77.576866,,,,
1020,1020,East & Berkeley,STATE HWY 96 & BERKELEY ST,43.150691,-77.57644,,,,
1021,1021,East & Briar Patch,STATE HWY 96 & BRIAR PATCH RD,43.103413,-77.514866,,,,
1022,1022,East & Briar Patch,STATE HWY 96 & UNNAMED ST,43.103413,-77.515003,,,,
1023,1023,East & Brunswick,STATE HWY 96 & OLIVER ST,43.149835,-77.573363,,,,
1024,1024,East & Buckingham,STATE HWY 96 & BUCKINGHAM ST,43.150371,-77.575443,,,,
1025,1025,East & Clover,,43.138281,-77.540624,,,,
1026,1026,East & Clover,STATE HWY 96 & CLOVER ST,43.13821,-77.540278,,,,
1027,1027,East & Colby,STATE HWY 96 & COLBY ST,43.147043,-77.561346,,,,
1028,1028,East & Colby,STATE HWY 96 & COLBY ST,43.147046,-77.561978,,,,
1029,1029,East & Council Rock,STATE HWY 96 & COUNCIL ROCK AVE,43.139932,-77.542892,,,,
1030,1030,East & Council Rock,,43.139741,-77.542823,,,,
1031,1031,East & Country Club,STATE HWY 96 & COUNTRY CLUB DR,43.111231,-77.517342,,,,
1032,1032,East & Creekside,STATE HWY 96 & CREEKSIDE LN,43.123773,-77.524668,,,,
1033,1033,East & Creekside,STATE HWY 96 & CREEKSIDE LN,43.123774,-77.524467,,,,
1034,1034,East & Culver,STATE HWY 96 & CULVER RD,43.149493,-77.571933,,,,
1035,1035,East & Culver,STATE HWY 96 & CULVER RD,43.149576,-77.571587,,,,
1036,1036,East & East Blvd,STATE HWY 96 & EAST BLVD,43.148804,-77.568629,,,,
1037,1037,East & East Blvd,STATE HWY 96 & EAST BLVD,43.1488,-77.56908,,,,
1039,1039,East & Ellingwood,STATE HWY 96 & ELLINGWOOD DR,43.118559,-77.518304,,,,
1040,1040,East & Elmwood,STATE HWY 96 & ELLINGWOOD DR,43.128632,-77.529239,,,,
1041,1041,East & French,STATE HWY 96 & FRENCH RD,43.097629,-77.514226,,,,
1042,1042,East & French,STATE HWY 96 & FRENCH RD,43.097474,-77.514061,,,,
1043,1043,East & Golfside,,43.131815,-77.532409,,,,
1044,1044,East & Goodman,STATE HWY 96 & GOODMAN ST N,43.153514,-77.588,,,,
1045,1045,East & Goodman,STATE HWY 96 & GOODMAN ST N,43.153475,-77.588437,,,,
1046,1046,East & Granger,STATE HWY 96 & GRANGER PL,43.150366,-77.574974,,,,
1047,1047,East & Greenfield,STATE HWY 96 & GREENFIELD LN,43.135021,-77.536321,,,,
1048,1048,East & Greenfield,,43.13486,-77.535917,,,,
1049,1049,East & Grosvenor,,43.141595,-77.546542,,,,
1050,1050,East & Grosvenor,STATE HWY 96 & GROSVENOR RD,43.141433,-77.545848,,,,
1051,1051,East & Hawthorne,STATE HWY 96 & HAWTHORNE ST,43.148427,-77.567713,,,,
1052,1052,East & Hawthorne,STATE HWY 96 & HAWTHORNE ST,43.148484,-77.567391,,,,
1053,1053,East & Kilbourn,STATE HWY 96 & KILBOURN RD,43.114615,-77.517278,,,,
1054,1054,East & Kilbourn,STATE HWY 96 & KILBOURN RD,43.120227,-77.520373,,,,
1055,1055,East & Kilbourn,STATE HWY 96 & KILBOURN RD,43.120227,-77.520119,,,,
1056,1056,East & Knollwood,STATE HWY 96 & KNOLLWOOD DR,43.125348,-77.526556,,,,
1057,1057,East & Knollwood,STATE HWY 96 & KNOLLWOOD DR,43.125483,-77.526417,,,,
1058,1058,East & Landsdowne,STATE HWY 96 & LANDSDOWNE LN,43.101804,-77.514066,,,,
1059,1059,East & Landsdowne,STATE HWY 96 & LANDSDOWNE LN,43.101656,-77.514216,,,,
1060,1060,East & Lawrence,STATE HWY 96 & LAWRENCE ST,43.155388,-77.595439,,,,
1061,1061,East & Lime Rock,STATE HWY 96 & LIME ROCK LN,43.136044,-77.537399,,,,
1062,1062,East & Meigs,STATE HWY 96 & MEIGS ST,43.154162,-77.590589,,,,
1063,1063,East & Meigs,STATE HWY 96 & MEIGS ST,43.154001,-77.590651,,,,
1064,1064,East & Merriman,STATE HWY 96 & MERRIMAN ST,43.152368,-77.583558,,,,
1065,1065,East & New England,STATE HWY 96 & NEW ENGLAND DR,43.100331,-77.51405,,,,
1066,1066,East & New England,STATE HWY 96 & NEW ENGLAND DR,43.100332,-77.513897,,,,
1067,1067,East & New England,STATE HWY 96 & NEW ENGLAND DR,43.099834,-77.514096,,,,
1068,1068,East & Oak,STATE HWY 96 & OAK LN,43.13304,-77.533586,,,,
1069,1069,East & Oak,,43.133051,-77.533818,,,,
1070,1070,East & Old Landmark,STATE HWY 96 & OLD LANDMARK DR,43.122705,-77.523172,,,,
1071,1071,East & Old Landmark,STATE HWY 96 & OLD LANDMARK DR,43.122752,-77.523453,,,,
1072,1072,East & Oliver,STATE HWY 96 & OLIVER ST,43.149955,-77.573255,,,,
1073,1073,East & Oxford,STATE HWY 96 & OXFORD ST,43.152688,-77.584835,,,,
1074,1074,East & Oxford,STATE HWY 96 & OXFORD ST,43.152638,-77.585135,,,,
1075,1075,East & Park,STATE HWY 96 & PARK AVE,43.14669,-77.56013,,,,
1076,1076,East & Park,STATE HWY 96 & PARK AVE,43.146649,-77.560453,,,,
1077,1077,East & Parsons,STATE HWY 96 & PARSONS LN,43.131999,-77.532747,,,,
1078,1078,East & Pelham,STATE HWY 96 & PELHAM RD,43.140687,-77.544394,,,,
1079,1079,East & Pelham,,43.140753,-77.544837,,,,
1080,1080,East & Penfield,STATE HWY 96 & COUNTY HWY 269,43.13743,-77.539241,,,,
1081,1081,East & Penfield,STATE HWY 96 & COUNTY HWY 269,43.137524,-77.539628,,,,
1082,1082,East & Portsmouth,STATE HWY 96 & PORTSMOUTH TER,43.15201,-77.582105,,,,
1083,1083,East & Prince,STATE HWY 96 & PRINCE ST,43.154576,-77.592203,,,,
1084,1084,East & Probert,STATE HWY 96 & PROBERT ST,43.146207,-77.558736,,,,
1085,1085,East & Rockwood,STATE HWY 96 & ROCKWOOD ST,43.144212,-77.549453,,,,
1086,1086,East & Rockwood,,43.144165,-77.549916,,,,
1087,1087,East & San Rafael N,STATE HWY 96 & SAN RAFAEL DR,43.109643,-77.517139,,,,
1089,1089,East & San Rafael S,STATE HWY 96 & SAN RAFAEL DR,43.109498,-77.516913,,,,
1090,1090,East & San Rafael S,STATE HWY 96 & SAN RAFAEL DR,43.108843,-77.516885,,,,
1091,1091,East & Strathallan,STATE HWY 96 & STRATHALLAN PARK,43.153964,-77.589834,,,,
1092,1092,East & Sylvania,STATE HWY 96 & SYLVANIA RD,43.113295,-77.517176,,,,
1093,1093,East & Sylvania,STATE HWY 96 & SYLVANIA RD,43.113376,-77.517337,,,,
1094,1094,East & Union,STATE HWY 96 & N UNION ST,43.155684,-77.596564,,,,
1095,1095,East & University,,43.14498,-77.553623,,,,
1096,1096,East & Upton,STATE HWY 96 & UPTON PARK,43.153158,-77.587204,,,,
1097,1097,East & Upton,STATE HWY 96 & UPTON PARK,43.153276,-77.587079,,,,
1098,1098,East & Vick Park A,STATE HWY 96 & VICK PARK A,43.152364,-77.58405,,,,
1099,1099,East & Vick Park B,STATE HWY 96 & VICK PARK B,43.152016,-77.582732,,,,
1100,1100,East & Westminster,STATE HWY 96 & WESTMINSTER RD,43.151707,-77.581058,,,,
1101,1101,East & Westminster,STATE HWY 96 & WESTMINSTER RD,43.151676,-77.581313,,,,
1102,1102,East & Whitney,STATE HWY 96 & WHITNEY LN,43.131191,-77.531953,,,,
1103,1103,East & Winton,STATE HWY 96 & PROBERT ST,43.145485,-77.555829,,,,
1104,1104,East & Winton,STATE HWY 96 & WINTON RD N,43.145338,-77.554574,,,,
1106,1106,East Dr & Elmwood,UNNAMED ST & RAMP,43.123926,-77.621679,,,,
1107,1107,East Dr & Goler House,UNNAMED ST & CONNECTING RD,43.122341,-77.621319,,,,
1109,1109,E Henrietta & 1095 E Henrietta,STATE HWY 15A & ELMWOOD AVE,43.098544,-77.613439,,,,
1111,1111,E Henrietta & 1575 E Henrietta,,43.089287,-77.610224,,,,
1113,1113,E Henrietta & 2500 E Henrietta,STATE HWY 15A & SUBURBAN PLZ,43.070415,-77.607255,,,,
1114,1114,E Henrietta & 2535 E Henrietta,STATE HWY 15A & SUBURBAN PLZ,43.070477,-77.60757,,,,
1115,1115,E Henrietta & 5000 E Henrietta,STATE HWY 15A & UNNAMED ST,43.023896,-77.63137,,,,
1116,1116,E Henrietta & Boothe,STATE HWY 15A & BOOTHE ST,43.119364,-77.617889,,,,
1117,1117,E Henrietta & Brighton Park,STATE HWY 15A & BRIGHTON PARK,43.118075,-77.617429,,,,
1118,1118,E Henrietta & Brighton Park,STATE HWY 15A & BRIGHTON PARK,43.11832,-77.617693,,,,
1119,1119,E Henrietta & Castle,E HENRIETTA RD & STATE HWY 15A,43.082544,-77.607201,,,,
1120,1120,E Henrietta & Crittenden,,43.10532,-77.615797,,,,
1121,1121,E Henrietta & E Squire,STATE HWY 15A & E SQUIRE DR,43.100072,-77.614362,,,,
1122,1122,E Henrietta & Erie Station,STATE HWY 15A & COUNTY HWY 71,43.040139,-77.622837,,,,
1123,1123,E Henrietta & Erie Station,STATE HWY 15A & COUNTY HWY 71,43.040421,-77.622511,,,,
1124,1124,E Henrietta & Fort Hill,STATE HWY 15A & FORT HILL TER,43.12097,-77.618584,,,,
1125,1125,E Henrietta & Garden,STATE HWY 15A & GARDEN PKWY,43.043949,-77.620849,,,,
1126,1126,E Henrietta & Garden,STATE HWY 15A & GARDEN PKWY,43.044415,-77.62036,,,,
1127,1127,E Henrietta & Holleybrook,STATE HWY 15A & HOLLYBROOK RD,43.077147,-77.606176,,,,
1128,1128,E Henrietta & Jarley,STATE HWY 15A & JARLEY RD,43.090592,-77.610369,,,,
1129,1129,E Henrietta & Jefferson,STATE HWY 15A & PARKING LOT,43.087577,-77.609561,,,,
1130,1130,E Henrietta & Jefferson,STATE HWY 15A & STATE HWY 252,43.087755,-77.609191,,,,
1131,1131,E Henrietta & Lehigh Station,STATE HWY 15A & STATE HWY 253,43.059127,-77.612399,,,,
1132,1132,E Henrietta & Lehigh Station,STATE HWY 15A & STATE HWY 253,43.0595,-77.612462,,,,
1133,1133,E Henrietta & E Squire,STATE HWY 15A & E SQUIRE DR,43.100941,-77.614353,,,,
1134,1134,E Henrietta & MCC S Entrance,STATE HWY 15A & METRO PARK,43.098105,-77.613234,,,,
1135,1135,E Henrietta & McDonalds,STATE HWY 15A & HOLLYBROOK RD,43.076351,-77.60661,,,,
1136,1136,E Henrietta & Metro,STATE HWY 15A & METRO PARK,43.097839,-77.613492,,,,
1137,1137,E Henrietta & Monroe Community Hosp,STATE HWY 15A & STANYALE DR,43.113228,-77.616264,,,,
1138,1138,E Henrietta & Palamino,STATE HWY 15A & PALAMINO DR,43.080382,-77.606348,,,,
1139,1139,E Henrietta & Rosemount,STATE HWY 15A & ROSEMOUNT ST,43.120779,-77.618702,,,,
1142,1142,E Henrietta & Skinner,STATE HWY 15A & UNNAMED ST,43.105876,-77.615595,,,,
1143,1143,E Henrietta & South,STATE HWY 15A & SOUTH AVE,43.117175,-77.617019,,,,
1144,1144,E Henrietta & Stanyale,STATE HWY 15A & STANYALE DR,43.113553,-77.616027,,,,
1145,1145,E Henrietta & Stanyale,STATE HWY 15A & STANYALE DR,43.112787,-77.615985,,,,
1146,1146,E Henrietta & Ward Hill,STATE HWY 15A & COUNTY HWY 69,43.02707,-77.629834,,,,
1147,1147,E Henrietta & Ward Hill,STATE HWY 15A & COUNTY HWY 69,43.027271,-77.62958,,,,
1148,1148,E Henrietta & Wedgewood West 2023,STATE HWY 15A & PALAMINO DR,43.080769,-77.606833,,,,
1150,1150,E Henrietta & Westfall,STATE HWY 15A & WESTFALL RD,43.115314,-77.616461,,,,
